4.0,3506.0,11.0
4.0,49782.0,8.0
4.0,3410.0,7.0
4.0,6114.0,7.0
4.0,47312.0,7.0
4.0,399.0,7.0
4.0,14123.0,6.0
4.0,41.0,6.0
4.0,42515.0,6.0
4.0,2080.0,6.0
25579.0,3506.0,11.0
25579.0,49782.0,8.0
25579.0,6114.0,7.0
25579.0,3410.0,7.0
25579.0,399.0,7.0
25579.0,5402.0,6.0
25579.0,2080.0,6.0
25579.0,26918.0,6.0
25579.0,41.0,6.0
25579.0,42515.0,6.0
25520.0,3506.0,11.0
25520.0,49782.0,8.0
25520.0,3410.0,7.0
25520.0,6114.0,7.0
25520.0,47312.0,7.0
25520.0,399.0,7.0
25520.0,14123.0,6.0
25520.0,41.0,6.0
25520.0,42515.0,6.0
25520.0,2080.0,6.0
25527.0,3506.0,11.0
25527.0,49782.0,8.0
25527.0,3410.0,7.0
25527.0,6114.0,7.0
25527.0,47312.0,7.0
25527.0,399.0,7.0
25527.0,14123.0,6.0
25527.0,41.0,6.0
25527.0,42515.0,6.0
25527.0,2080.0,6.0
25535.0,3506.0,11.0
25535.0,49782.0,8.0
25535.0,3410.0,7.0
25535.0,6114.0,7.0
25535.0,47312.0,7.0
25535.0,399.0,7.0
25535.0,14123.0,6.0
25535.0,41.0,6.0
25535.0,42515.0,6.0
25535.0,2080.0,6.0
25543.0,3506.0,11.0
25543.0,49782.0,8.0
25543.0,3410.0,7.0
25543.0,6114.0,7.0
25543.0,47312.0,7.0
25543.0,399.0,7.0
25543.0,14123.0,6.0
25543.0,41.0,6.0
25543.0,42515.0,6.0
25543.0,2080.0,6.0
25556.0,3506.0,11.0
25556.0,49782.0,8.0
25556.0,3410.0,7.0
25556.0,6114.0,7.0
25556.0,47312.0,7.0
25556.0,399.0,7.0
25556.0,14123.0,6.0
25556.0,41.0,6.0
25556.0,42515.0,6.0
25556.0,2080.0,6.0
25563.0,3506.0,11.0
25563.0,49782.0,8.0
25563.0,3410.0,7.0
25563.0,6114.0,7.0
25563.0,47312.0,7.0
25563.0,399.0,7.0
25563.0,14123.0,6.0
25563.0,41.0,6.0
25563.0,42515.0,6.0
25563.0,2080.0,6.0
25518.0,3506.0,11.0
25518.0,49782.0,8.0
25518.0,3410.0,7.0
25518.0,6114.0,7.0
25518.0,47312.0,7.0
25518.0,399.0,7.0
25518.0,14123.0,6.0
25518.0,41.0,6.0
25518.0,42515.0,6.0
25518.0,2080.0,6.0
25506.0,3506.0,11.0
25506.0,49782.0,8.0
25506.0,3410.0,7.0
25506.0,6114.0,7.0
25506.0,47312.0,7.0
25506.0,399.0,7.0
25506.0,14123.0,6.0
25506.0,41.0,6.0
25506.0,42515.0,6.0
25506.0,2080.0,6.0
25476.0,3506.0,11.0
25476.0,49782.0,8.0
25476.0,3410.0,7.0
25476.0,6114.0,7.0
25476.0,47312.0,7.0
25476.0,399.0,7.0
25476.0,14123.0,6.0
25476.0,41.0,6.0
25476.0,42515.0,6.0
25476.0,2080.0,6.0
25452.0,3506.0,11.0
25452.0,49782.0,8.0
25452.0,3410.0,7.0
25452.0,6114.0,7.0
25452.0,47312.0,7.0
25452.0,399.0,7.0
25452.0,14123.0,6.0
25452.0,41.0,6.0
25452.0,42515.0,6.0
25452.0,2080.0,6.0
25375.0,3506.0,11.0
25375.0,49782.0,8.0
25375.0,3410.0,7.0
25375.0,6114.0,7.0
25375.0,47312.0,7.0
25375.0,399.0,7.0
25375.0,14123.0,6.0
25375.0,41.0,6.0
25375.0,42515.0,6.0
25375.0,2080.0,6.0
25394.0,3506.0,11.0
25394.0,49782.0,8.0
25394.0,3410.0,7.0
25394.0,6114.0,7.0
25394.0,47312.0,7.0
25394.0,399.0,7.0
25394.0,14123.0,6.0
25394.0,41.0,6.0
25394.0,42515.0,6.0
25394.0,2080.0,6.0
25398.0,3506.0,11.0
25398.0,49782.0,8.0
25398.0,3410.0,7.0
25398.0,6114.0,7.0
25398.0,47312.0,7.0
25398.0,399.0,7.0
25398.0,14123.0,6.0
25398.0,41.0,6.0
25398.0,42515.0,6.0
25398.0,2080.0,6.0
25415.0,3506.0,11.0
25415.0,49782.0,8.0
25415.0,3410.0,7.0
25415.0,6114.0,7.0
25415.0,47312.0,7.0
25415.0,399.0,7.0
25415.0,14123.0,6.0
25415.0,41.0,6.0
25415.0,42515.0,6.0
25415.0,2080.0,6.0
25353.0,3506.0,11.0
25353.0,49782.0,8.0
25353.0,3410.0,7.0
25353.0,6114.0,7.0
25353.0,47312.0,7.0
25353.0,399.0,7.0
25353.0,14123.0,6.0
25353.0,41.0,6.0
25353.0,42515.0,6.0
25353.0,2080.0,6.0
25068.0,3506.0,11.0
25068.0,49782.0,8.0
25068.0,3410.0,7.0
25068.0,6114.0,7.0
25068.0,47312.0,7.0
25068.0,399.0,7.0
25068.0,14123.0,6.0
25068.0,41.0,6.0
25068.0,42515.0,6.0
25068.0,2080.0,6.0
25120.0,3506.0,11.0
25120.0,49782.0,8.0
25120.0,3410.0,7.0
25120.0,6114.0,7.0
25120.0,47312.0,7.0
25120.0,399.0,7.0
25120.0,14123.0,6.0
25120.0,41.0,6.0
25120.0,42515.0,6.0
25120.0,2080.0,6.0
25147.0,3506.0,11.0
25147.0,49782.0,8.0
25147.0,3410.0,7.0
25147.0,6114.0,7.0
25147.0,47312.0,7.0
25147.0,399.0,7.0
25147.0,14123.0,6.0
25147.0,41.0,6.0
25147.0,42515.0,6.0
25147.0,2080.0,6.0
25153.0,3506.0,11.0
25153.0,49782.0,8.0
25153.0,3410.0,7.0
25153.0,6114.0,7.0
25153.0,47312.0,7.0
25153.0,399.0,7.0
25153.0,14123.0,6.0
25153.0,41.0,6.0
25153.0,42515.0,6.0
25153.0,2080.0,6.0
25206.0,3506.0,11.0
25206.0,49782.0,8.0
25206.0,3410.0,7.0
25206.0,6114.0,7.0
25206.0,47312.0,7.0
25206.0,399.0,7.0
25206.0,14123.0,6.0
25206.0,41.0,6.0
25206.0,42515.0,6.0
25206.0,2080.0,6.0
25220.0,3506.0,11.0
25220.0,49782.0,8.0
25220.0,3410.0,7.0
25220.0,6114.0,7.0
25220.0,47312.0,7.0
25220.0,399.0,7.0
25220.0,14123.0,6.0
25220.0,41.0,6.0
25220.0,42515.0,6.0
25220.0,2080.0,6.0
25242.0,3506.0,11.0
25242.0,49782.0,8.0
25242.0,3410.0,7.0
25242.0,6114.0,7.0
25242.0,47312.0,7.0
25242.0,399.0,7.0
25242.0,14123.0,6.0
25242.0,41.0,6.0
25242.0,42515.0,6.0
25242.0,2080.0,6.0
25249.0,3506.0,11.0
25249.0,49782.0,8.0
25249.0,3410.0,7.0
25249.0,6114.0,7.0
25249.0,47312.0,7.0
25249.0,399.0,7.0
25249.0,14123.0,6.0
25249.0,41.0,6.0
25249.0,42515.0,6.0
25249.0,2080.0,6.0
25266.0,3506.0,11.0
25266.0,49782.0,8.0
25266.0,3410.0,7.0
25266.0,6114.0,7.0
25266.0,47312.0,7.0
25266.0,399.0,7.0
25266.0,14123.0,6.0
25266.0,41.0,6.0
25266.0,42515.0,6.0
25266.0,2080.0,6.0
25281.0,3506.0,11.0
25281.0,49782.0,8.0
25281.0,3410.0,7.0
25281.0,6114.0,7.0
25281.0,47312.0,7.0
25281.0,399.0,7.0
25281.0,14123.0,6.0
25281.0,41.0,6.0
25281.0,42515.0,6.0
25281.0,2080.0,6.0
25320.0,3506.0,11.0
25320.0,49782.0,8.0
25320.0,3410.0,7.0
25320.0,6114.0,7.0
25320.0,47312.0,7.0
25320.0,399.0,7.0
25320.0,14123.0,6.0
25320.0,41.0,6.0
25320.0,42515.0,6.0
25320.0,2080.0,6.0
25321.0,3506.0,11.0
25321.0,49782.0,8.0
25321.0,3410.0,7.0
25321.0,6114.0,7.0
25321.0,47312.0,7.0
25321.0,399.0,7.0
25321.0,14123.0,6.0
25321.0,41.0,6.0
25321.0,42515.0,6.0
25321.0,2080.0,6.0
25359.0,3506.0,11.0
25359.0,49782.0,8.0
25359.0,3410.0,7.0
25359.0,6114.0,7.0
25359.0,47312.0,7.0
25359.0,399.0,7.0
25359.0,14123.0,6.0
25359.0,41.0,6.0
25359.0,42515.0,6.0
25359.0,2080.0,6.0
25425.0,3506.0,11.0
25425.0,49782.0,8.0
25425.0,3410.0,7.0
25425.0,6114.0,7.0
25425.0,47312.0,7.0
25425.0,399.0,7.0
25425.0,14123.0,6.0
25425.0,41.0,6.0
